attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
,employment-allocation,,,,local-authority-eng:SWK,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:SWL,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:SWT,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TAM,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TAN,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TAU,employment-allocation,2021-09-03T15:46:51.736Z,,2019-03-31
,employment-allocation,,,,local-authority-eng:TAW,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TEI,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TEN,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TES,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TEW,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TFW,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:THA,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:THE,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:THR,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TOB,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TON,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TOR,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TRF,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TUN,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:TWH,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:UTT,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:VAL,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:WAE,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:WAT,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:WAV,employment-allocation,2021-09-03T15:46:51.736Z,,2019-03-31
,employment-allocation,,,,local-authority-eng:WAW,employment-allocation,2021-09-03T15:46:51.736Z,,
,employment-allocation,,,,local-authority-eng:WBK,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WDE,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WDO,employment-allocation,2021-09-03T15:46:51.737Z,,2019-03-31
,employment-allocation,,,,local-authority-eng:WEA,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WEL,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WEW,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WEY,employment-allocation,2021-09-03T15:46:51.737Z,,2019-03-31
,employment-allocation,,,,local-authority-eng:WFT,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WGN,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WIL,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WIN,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WKF,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WLA,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WLI,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WLL,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WLV,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WND,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WNM,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WNUA,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WOC,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WOI,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WOK,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WOT,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WOX,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WRL,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WRT,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WSK,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WSM,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WSO,employment-allocation,2021-09-03T15:46:51.737Z,,2019-03-31
,employment-allocation,,,,local-authority-eng:WYC,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WYE,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:WYO,employment-allocation,2021-09-03T15:46:51.737Z,,2020-03-31
,employment-allocation,,,,local-authority-eng:WYR,employment-allocation,2021-09-03T15:46:51.737Z,,
,employment-allocation,,,,local-authority-eng:YOR,employment-allocation,2021-09-03T15:46:51.737Z,,
